name,pointsource,description,digitalset,engunits,exdesc,future,pointtype,ptclassname,sourcetag,archiving,compressing,span,step,zero,changedate,changer,creationdate,creator,pointid,instrumentag
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,217,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,135,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,104,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,421,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,350,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,287,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,236,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,204,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,156,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:26,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,77,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,394,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,367,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,280,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,243,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,198,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,129,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,98,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,384,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,352,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,288,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,266,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,185,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,163,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,79,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,387,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,354,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,276,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,256,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,188,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,139,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,85,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,393,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,360,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,304,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,260,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,179,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,130,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,114,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,382,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,340,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,308,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,245,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,181,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,137,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,86,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,401,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,344,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,295,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,247,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,213,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,166,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,82,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,398,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,349,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,279,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,232,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,196,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,168,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,80,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,409,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,346,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,322,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,258,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,186,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,140,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,95,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,377,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,372,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,298,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,265,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,182,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,142,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:26,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,76,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,417,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,334,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,293,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,261,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,200,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,150,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,99,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,407,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,336,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,299,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,254,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,206,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,167,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,124,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,415,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,373,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,316,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,259,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,221,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,147,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,87,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,402,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,369,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,324,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,246,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,195,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,151,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,97,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,413,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,348,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,291,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,242,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,199,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,165,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,100,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,397,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,345,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,285,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,231,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,225,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,128,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,83,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,406,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,365,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,302,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,229,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,184,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,148,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,84,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,381,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,371,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,297,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,227,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,189,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,173,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,96,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,378,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,343,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,281,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,270,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,212,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,134,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,119,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,392,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,347,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,303,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,233,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,178,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,170,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,105,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,419,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,361,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:09,RDXPISANDBOX\zachary.burke,314,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,267,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,214,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,145,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,111,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:30,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:10,RDXPISANDBOX\zachary.burke,412,
